Property_Type,Property_Area,Number_of_Doors,Power_Backup,Water_Supply,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Habitability_score,Number_of_Windows,Furnishing,Frequency_of_Powercuts,Crime_Rate,Dust_and_Noise
3.0,244,2,1.0,0.0,7.72,122.0,4.75,89.76,0.0,1.0,0.0,3.0,2.0
5.0,1685,2,1.0,0.0,7.3,87.0,4.8,76.89,5.0,1.0,0.0,3.0,2.0
1.0,589,3,1.0,0.0,3.06,42.0,4.94,74.96,1.0,1.0,0.0,3.0,1.0
1.0,147,2,1.0,3.0,4.87,98.0,3.86,74.23,2.0,1.0,0.0,1.0,2.0
1.0,818,2,1.0,2.0,6.82,126.0,3.5,74.78,1.0,1.0,1.0,3.0,2.0
5.0,1821,1,1.0,3.0,6.42,116.0,2.57,74.18,3.0,0.0,0.0,2.0,2.0
5.0,2220,1,1.0,0.0,6.13,95.0,4.17,70.59,3.0,1.0,1.0,3.0,2.0
1.0,404,3,1.0,0.0,6.52,95.0,4.79,82.51,4.0,2.0,0.0,3.0,2.0
4.0,541,3,2.0,0.0,6.95,107.0,4.78,74.42,4.0,2.0,0.0,3.0,2.0
5.0,2000,1,2.0,0.0,6.41,144.0,4.73,90.65,2.0,1.0,0.0,3.0,2.0
5.0,1247,1,1.0,0.0,6.23,166.0,4.71,83.42,4.0,2.0,0.0,3.0,2.0
3.0,5523,2,2.0,0.0,5.28,88.0,4.18,75.44,3.0,2.0,0.0,1.0,2.0
5.0,1718,1,1.0,3.0,5.24,95.0,3.86,79.92,3.0,0.0,0.0,1.0,2.0
2.0,2665,6,1.0,0.0,5.75,107.0,4.16,78.3,13.0,2.0,0.0,1.0,2.0
2.0,2814,6,2.0,3.0,8.58,139.0,3.72,78.85,15.0,1.0,0.0,1.0,0.0
1.0,602,2,2.0,0.0,6.13,108.0,4.78,77.33,2.0,2.0,0.0,3.0,2.0
2.0,3463,4,1.0,0.0,7.05,158.0,4.71,73.41,10.0,2.0,0.0,3.0,2.0
1.0,566,2,1.0,2.0,7.64,158.0,3.45,74.68,1.0,1.0,0.0,1.0,2.0
1.0,563,2,2.0,2.0,5.86,96.0,2.91,79.36,1.0,0.0,1.0,1.0,2.0
3.0,244,1,1.0,3.0,6.42,139.0,3.8,79.57,1.0,1.0,1.0,3.0,2.0
5.0,2160,2,1.0,3.0,5.89,107.0,3.84,73.05,4.0,2.0,0.0,1.0,2.0
1.0,755,2,1.0,2.0,7.86,155.0,1.57,29.84,2.0,1.0,1.0,2.0,2.0
5.0,2256,1,2.0,0.0,6.55,106.0,4.15,89.52,4.0,0.0,1.0,3.0,2.0
5.0,1175,1,1.0,2.0,5.51,101.0,3.54,72.03,2.0,1.0,0.0,1.0,2.0
1.0,715,3,1.0,2.0,7.85,95.0,2.27,71.24,2.0,1.0,2.0,1.0,2.0
1.0,112,2,2.0,2.0,4.51,92.0,3.55,78.06,2.0,1.0,0.0,1.0,2.0
1.0,760,2,1.0,2.0,7.4,139.0,3.48,75.17,1.0,0.0,1.0,3.0,2.0
5.0,1876,4,1.0,2.0,7.96,126.0,3.49,79.59,3.0,1.0,0.0,1.0,2.0
5.0,1581,3,2.0,3.0,7.05,130.0,3.8,87.98,3.0,0.0,0.0,1.0,2.0
1.0,884,3,0.0,3.0,5.99,90.0,3.23,69.36,4.0,1.0,0.0,0.0,2.0
1.0,623,1,1.0,2.0,7.85,164.0,4.07,72.24,1.0,2.0,0.0,3.0,2.0
5.0,1954,2,1.0,3.0,7.93,88.0,4.48,72.89,2.0,1.0,0.0,3.0,2.0
5.0,1936,3,1.0,3.0,5.6,109.0,1.96,75.29,4.0,0.0,3.0,1.0,2.0
4.0,630,2,1.0,0.0,6.73,113.0,4.14,73.83,4.0,2.0,1.0,3.0,2.0
3.0,297,1,2.0,0.0,8.74,174.0,2.73,60.25,2.0,2.0,1.0,0.0,0.0
2.0,2328,6,1.0,0.0,7.71,89.0,4.17,84.65,12.0,0.0,0.0,1.0,2.0
4.0,926,3,2.0,0.0,8.58,177.0,4.61,81.33,4.0,1.0,0.0,3.0,0.0
2.0,3327,5,1.0,2.0,4.46,112.0,1.65,36.83,4.0,2.0,2.0,0.0,2.0
5.0,1714,1,1.0,2.0,5.88,87.0,1.04,37.18,5.0,1.0,3.0,0.0,2.0
5.0,1733,2,1.0,2.0,6.74,119.0,4.13,80.67,4.0,2.0,0.0,3.0,2.0
2.0,3160,2,1.0,2.0,7.82,153.0,2.83,78.26,12.0,1.0,2.0,3.0,2.0
3.0,487,2,1.0,3.0,6.49,99.0,4.47,88.73,2.0,1.0,0.0,3.0,2.0
5.0,2028,3,2.0,3.0,5.49,92.0,3.86,76.35,5.0,1.0,0.0,1.0,2.0
5.0,1250,1,1.0,3.0,6.3,140.0,3.86,77.27,5.0,1.0,0.0,1.0,1.0
4.0,760,2,1.0,0.0,8.59,190.0,4.6,87.18,4.0,1.0,0.0,3.0,0.0
2.0,3090,6,1.0,0.0,6.44,127.0,4.75,79.55,15.0,1.0,0.0,3.0,2.0
5.0,1681,3,1.0,2.0,6.28,104.0,4.16,93.58,2.0,1.0,0.0,3.0,2.0
1.0,360,2,1.0,0.0,5.68,87.0,4.18,80.68,4.0,1.0,0.0,1.0,2.0
1.0,550,3,2.0,0.0,6.68,130.0,4.12,77.4,4.0,1.0,0.0,1.0,2.0
5.0,1390,4,1.0,0.0,5.83,95.0,3.54,81.05,5.0,1.0,1.0,1.0,2.0
1.0,245,3,1.0,0.0,6.1,138.0,4.74,95.5,2.0,1.0,0.0,3.0,2.0
5.0,2073,3,2.0,0.0,7.31,97.0,2.28,77.66,5.0,0.0,2.0,0.0,2.0
1.0,273,2,1.0,3.0,6.66,120.0,3.82,77.45,1.0,1.0,0.0,1.0,2.0
1.0,645,1,1.0,0.0,3.26,88.0,4.82,76.08,4.0,1.0,0.0,3.0,2.0
5.0,1830,4,1.0,2.0,3.34,43.0,2.37,72.38,5.0,1.0,0.0,2.0,2.0
1.0,681,3,1.0,0.0,7.29,97.0,2.28,45.29,3.0,1.0,1.0,2.0,2.0
1.0,832,1,1.0,2.0,7.18,134.0,3.48,39.87,1.0,2.0,0.0,1.0,2.0
2.0,2725,4,1.0,4.0,6.31,144.0,3.79,86.3,12.0,1.0,0.0,3.0,2.0
5.0,1900,3,1.0,0.0,6.59,87.0,4.8,75.21,4.0,1.0,0.0,3.0,2.0
5.0,1732,3,1.0,3.0,8.01,136.0,4.36,85.24,4.0,1.0,0.0,3.0,0.0
5.0,2219,2,1.0,3.0,7.12,102.0,3.84,66.63,3.0,2.0,0.0,1.0,2.0
5.0,1398,3,1.0,0.0,7.08,138.0,3.48,68.69,5.0,1.0,1.0,1.0,2.0
4.0,656,2,1.0,3.0,6.52,109.0,4.46,90.61,7.0,1.0,0.0,3.0,2.0
5.0,2225,2,1.0,2.0,5.81,95.0,2.29,56.84,2.0,1.0,1.0,0.0,2.0
1.0,832,3,1.0,3.0,5.42,107.0,3.84,86.96,4.0,1.0,0.0,1.0,2.0
1.0,917,3,1.0,3.0,6.36,120.0,4.45,79.9,1.0,0.0,0.0,3.0,2.0
5.0,1444,1,1.0,3.0,6.14,143.0,4.42,72.23,3.0,1.0,0.0,3.0,2.0
4.0,1039,1,1.0,2.0,7.97,83.0,4.17,81.2,4.0,1.0,0.0,3.0,2.0
1.0,483,3,2.0,0.0,7.78,83.0,2.92,76.08,1.0,1.0,1.0,0.0,2.0
5.0,2127,2,2.0,3.0,7.09,114.0,3.82,78.65,3.0,1.0,1.0,3.0,2.0
5.0,1867,3,1.0,3.0,6.39,102.0,3.22,72.33,5.0,0.0,2.0,3.0,2.0
2.0,3146,5,1.0,4.0,6.14,117.0,3.83,94.54,12.0,1.0,0.0,3.0,2.0
5.0,2169,4,1.0,0.0,5.62,84.0,4.19,71.69,4.0,2.0,0.0,1.0,2.0
5.0,1178,1,1.0,0.0,6.22,108.0,4.78,85.53,4.0,2.0,0.0,3.0,2.0
4.0,745,1,1.0,0.0,5.95,94.0,4.17,93.31,6.0,1.0,1.0,3.0,2.0
1.0,861,2,1.0,0.0,7.17,105.0,4.78,86.51,1.0,0.0,0.0,3.0,2.0
1.0,836,1,1.0,0.0,7.23,110.0,4.77,69.83,1.0,1.0,0.0,2.0,2.0
4.0,1141,2,2.0,0.0,5.24,107.0,4.85,93.4,7.0,1.0,0.0,3.0,1.0
1.0,570,3,1.0,2.0,7.32,143.0,3.47,80.41,4.0,0.0,0.0,1.0,2.0
5.0,1640,4,1.0,0.0,7.48,157.0,3.45,75.36,4.0,1.0,1.0,1.0,2.0
4.0,706,1,2.0,4.0,5.14,93.0,3.86,86.11,7.0,0.0,0.0,3.0,2.0
1.0,133,2,1.0,0.0,5.5,97.0,4.17,81.82,3.0,1.0,1.0,3.0,2.0
5.0,1753,3,1.0,0.0,5.92,116.0,4.14,77.25,2.0,0.0,0.0,1.0,2.0
1.0,926,2,1.0,0.0,8.85,121.0,4.06,74.49,3.0,0.0,0.0,1.0,0.0
1.0,300,3,1.0,3.0,6.11,113.0,4.46,82.96,4.0,1.0,0.0,3.0,2.0
1.0,369,3,1.0,0.0,5.56,92.0,4.8,67.3,1.0,2.0,0.0,3.0,2.0
4.0,477,3,2.0,0.0,7.32,140.0,4.73,89.47,7.0,0.0,0.0,3.0,2.0
2.0,2840,2,1.0,0.0,6.85,149.0,2.84,75.06,5.0,1.0,1.0,0.0,2.0
2.0,2877,4,1.0,4.0,5.67,83.0,3.87,75.71,11.0,1.0,0.0,3.0,2.0
5.0,1827,3,2.0,0.0,8.31,127.0,4.05,81.65,2.0,1.0,1.0,3.0,0.0
5.0,2102,3,1.0,0.0,5.36,103.0,1.65,66.73,5.0,1.0,3.0,0.0,2.0
1.0,725,3,1.0,4.0,5.26,116.0,3.21,41.98,4.0,2.0,1.0,3.0,2.0
1.0,879,3,1.0,0.0,6.21,125.0,2.94,74.1,1.0,0.0,0.0,2.0,1.0
4.0,470,1,1.0,3.0,6.33,92.0,4.48,78.96,6.0,0.0,0.0,3.0,2.0
4.0,1091,1,2.0,3.0,5.2,110.0,2.59,75.14,4.0,1.0,1.0,0.0,2.0
2.0,2667,3,2.0,3.0,4.49,114.0,2.59,89.13,8.0,1.0,1.0,0.0,2.0
1.0,167,3,1.0,0.0,6.96,107.0,4.78,80.38,3.0,2.0,0.0,3.0,2.0
1.0,527,1,1.0,0.0,7.35,90.0,3.54,77.89,3.0,1.0,1.0,1.0,2.0
5.0,1581,2,1.0,2.0,5.92,82.0,3.56,80.78,2.0,1.0,0.0,1.0,2.0
5.0,1845,2,0.0,0.0,7.87,96.0,4.78,72.23,5.0,2.0,0.0,3.0,2.0
1.0,128,2,1.0,3.0,6.77,134.0,3.17,81.23,1.0,0.0,1.0,1.0,2.0
1.0,561,3,1.0,2.0,7.76,144.0,3.47,46.01,4.0,2.0,0.0,1.0,2.0
5.0,2078,4,1.0,3.0,5.83,83.0,3.24,67.09,5.0,2.0,1.0,1.0,2.0
1.0,583,2,2.0,0.0,5.38,100.0,3.54,69.79,2.0,2.0,0.0,0.0,2.0
1.0,726,2,1.0,3.0,7.55,163.0,4.39,80.99,2.0,1.0,0.0,3.0,2.0
4.0,946,2,1.0,0.0,5.13,117.0,2.95,67.27,6.0,1.0,1.0,0.0,1.0
1.0,220,2,1.0,0.0,4.54,90.0,4.81,79.34,3.0,1.0,0.0,3.0,2.0
1.0,347,1,2.0,0.0,5.01,98.0,4.17,84.73,3.0,2.0,0.0,1.0,2.0
5.0,2204,3,1.0,0.0,7.11,140.0,3.48,84.35,5.0,1.0,1.0,1.0,2.0
2.0,2439,5,1.0,3.0,6.95,164.0,4.33,67.1,10.0,2.0,0.0,3.0,0.0
1.0,750,1,1.0,0.0,6.63,103.0,4.78,68.91,3.0,1.0,0.0,3.0,2.0
1.0,688,2,1.0,3.0,5.07,84.0,3.25,44.52,4.0,2.0,1.0,1.0,2.0
1.0,778,2,1.0,2.0,7.24,83.0,4.18,69.84,4.0,2.0,0.0,3.0,2.0
5.0,1694,2,1.0,0.0,6.82,170.0,4.07,88.98,5.0,1.0,1.0,3.0,2.0
5.0,1192,3,1.0,0.0,8.26,120.0,3.43,60.21,3.0,1.0,0.0,0.0,0.0
5.0,1658,1,1.0,0.0,6.68,130.0,2.87,34.49,5.0,2.0,2.0,1.0,2.0
2.0,3371,6,1.0,3.0,5.71,103.0,3.85,71.34,11.0,2.0,0.0,1.0,2.0
5.0,1204,1,1.0,2.0,6.12,114.0,3.52,75.17,4.0,1.0,0.0,1.0,2.0
4.0,1030,1,1.0,3.0,7.17,166.0,4.39,64.17,6.0,2.0,0.0,3.0,2.0
5.0,1993,4,1.0,0.0,5.56,103.0,3.53,79.1,3.0,1.0,1.0,1.0,2.0
4.0,1110,3,1.0,0.0,4.56,118.0,2.89,78.68,6.0,1.0,2.0,1.0,2.0
5.0,1720,1,1.0,0.0,7.02,137.0,3.48,67.22,5.0,2.0,0.0,0.0,2.0
1.0,523,2,1.0,0.0,6.12,93.0,4.8,75.42,3.0,1.0,0.0,3.0,2.0
1.0,989,2,1.0,0.0,6.29,103.0,4.16,87.0,3.0,1.0,0.0,1.0,2.0
5.0,1694,2,1.0,3.0,6.52,91.0,3.23,93.28,3.0,0.0,0.0,0.0,2.0
1.0,337,3,1.0,0.0,7.2,82.0,2.92,29.09,3.0,2.0,0.0,2.0,2.0
5.0,5357,2,1.0,0.0,6.4,141.0,4.11,82.37,5.0,1.0,0.0,1.0,2.0
1.0,988,2,2.0,0.0,6.96,153.0,4.72,76.47,2.0,2.0,0.0,3.0,2.0
3.0,475,2,1.0,0.0,7.22,106.0,4.15,81.72,0.0,0.0,1.0,3.0,2.0
1.0,334,3,2.0,2.0,6.36,168.0,3.45,83.79,4.0,2.0,0.0,2.0,2.0
4.0,1286,1,1.0,0.0,6.21,126.0,2.87,57.85,5.0,2.0,3.0,2.0,2.0
5.0,2010,1,1.0,0.0,7.17,117.0,4.13,93.34,2.0,1.0,1.0,3.0,2.0
5.0,1631,3,1.0,0.0,8.07,179.0,2.73,26.49,3.0,2.0,0.0,2.0,0.0
5.0,1710,1,1.0,3.0,6.09,92.0,2.6,61.31,3.0,1.0,1.0,0.0,2.0
1.0,158,1,1.0,0.0,5.65,99.0,4.17,74.95,3.0,1.0,1.0,3.0,2.0
1.0,153,1,1.0,3.0,6.49,137.0,2.54,42.89,3.0,1.0,0.0,2.0,2.0
5.0,1324,3,1.0,0.0,5.92,94.0,3.54,76.17,2.0,1.0,1.0,1.0,2.0
3.0,474,1,1.0,3.0,8.01,195.0,4.28,82.87,2.0,1.0,0.0,3.0,0.0
5.0,1185,1,2.0,3.0,7.57,159.0,3.14,88.72,3.0,0.0,2.0,3.0,2.0
5.0,1946,1,1.0,0.0,7.58,90.0,4.17,88.83,4.0,1.0,0.0,1.0,2.0
1.0,851,2,1.0,3.0,6.67,123.0,4.44,85.18,2.0,0.0,0.0,3.0,2.0
5.0,2295,2,1.0,3.0,6.15,139.0,4.43,81.96,3.0,0.0,0.0,3.0,2.0
3.0,308,2,1.0,0.0,7.8,138.0,4.1,74.94,2.0,2.0,0.0,1.0,2.0
5.0,1775,1,2.0,3.0,5.45,118.0,4.46,89.88,5.0,0.0,0.0,3.0,2.0
1.0,948,3,2.0,3.0,5.89,91.0,3.17,77.03,4.0,1.0,0.0,0.0,0.0
1.0,946,2,1.0,0.0,4.25,84.0,3.57,66.98,4.0,1.0,0.0,0.0,2.0
2.0,3502,3,1.0,0.0,5.96,115.0,4.14,71.6,15.0,1.0,0.0,1.0,2.0
0.0,2210,2,1.0,0.0,7.0,126.0,3.5,74.51,2.0,1.0,0.0,0.0,2.0
1.0,720,2,1.0,0.0,8.16,148.0,1.52,25.53,1.0,1.0,3.0,0.0,0.0
5.0,1305,2,2.0,0.0,6.59,115.0,4.77,74.41,5.0,2.0,0.0,3.0,2.0
5.0,1209,3,1.0,0.0,6.67,104.0,4.78,77.61,5.0,2.0,0.0,3.0,2.0
1.0,410,1,2.0,2.0,4.62,89.0,4.19,78.0,1.0,2.0,0.0,3.0,2.0
1.0,165,1,1.0,3.0,6.56,137.0,2.54,40.07,1.0,1.0,0.0,2.0,2.0
1.0,420,2,1.0,4.0,3.75,87.0,3.94,84.56,1.0,1.0,0.0,3.0,1.0
3.0,407,2,1.0,0.0,6.83,150.0,4.09,75.01,1.0,1.0,1.0,3.0,2.0
2.0,2238,2,1.0,0.0,8.08,189.0,4.6,72.12,10.0,2.0,0.0,3.0,0.0
4.0,1145,3,2.0,0.0,6.32,94.0,4.8,93.28,7.0,1.0,0.0,3.0,2.0
1.0,176,3,1.0,0.0,5.2,89.0,4.18,74.61,1.0,1.0,0.0,1.0,2.0
1.0,767,1,1.0,0.0,7.97,170.0,4.06,80.45,1.0,0.0,1.0,3.0,2.0
0.0,16462,2,1.0,0.0,6.62,145.0,4.73,88.81,2.0,2.0,0.0,3.0,2.0
4.0,1230,1,1.0,0.0,6.69,133.0,4.74,77.16,6.0,2.0,0.0,3.0,2.0
1.0,178,1,0.0,4.0,6.6,137.0,1.92,75.19,3.0,1.0,0.0,2.0,2.0
4.0,484,1,1.0,0.0,7.58,85.0,3.54,69.08,6.0,1.0,2.0,3.0,2.0
4.0,1242,3,1.0,0.0,7.17,103.0,4.78,88.33,6.0,2.0,0.0,3.0,2.0
1.0,772,2,0.0,3.0,6.86,167.0,4.39,93.14,4.0,1.0,0.0,3.0,2.0
5.0,1811,4,1.0,3.0,6.6,146.0,4.41,74.75,5.0,1.0,0.0,2.0,2.0
5.0,1260,2,2.0,3.0,5.66,117.0,3.83,89.87,5.0,2.0,0.0,1.0,2.0
5.0,1292,2,1.0,0.0,6.53,82.0,3.55,73.99,2.0,1.0,1.0,1.0,2.0
2.0,12289,4,1.0,0.0,7.59,110.0,3.51,79.64,15.0,0.0,2.0,3.0,2.0
5.0,1100,2,1.0,2.0,7.44,136.0,3.48,82.65,3.0,1.0,0.0,1.0,2.0
5.0,1883,4,1.0,0.0,7.36,146.0,4.1,84.28,5.0,0.0,1.0,3.0,2.0
5.0,1876,4,1.0,4.0,6.51,157.0,2.52,32.87,2.0,2.0,2.0,3.0,2.0
1.0,951,2,1.0,2.0,7.75,155.0,4.08,78.93,3.0,1.0,0.0,3.0,2.0
4.0,1021,1,1.0,0.0,6.56,110.0,4.15,79.59,6.0,1.0,0.0,1.0,2.0
5.0,1989,1,1.0,2.0,3.88,13.0,3.72,80.56,2.0,2.0,1.0,3.0,1.0
1.0,697,3,2.0,2.0,8.31,583.0,4.03,72.96,2.0,1.0,0.0,3.0,0.0
4.0,429,1,2.0,2.0,5.41,95.0,2.92,87.1,6.0,1.0,1.0,1.0,2.0
1.0,280,3,1.0,0.0,6.63,86.0,4.8,77.69,3.0,2.0,0.0,3.0,2.0
4.0,875,1,1.0,0.0,5.26,842.0,3.52,67.96,5.0,2.0,0.0,0.0,2.0
1.0,432,1,1.0,3.0,6.03,164.0,2.51,55.43,4.0,1.0,1.0,0.0,2.0
0.0,950,3,2.0,4.0,4.23,104.0,3.85,76.34,2.0,2.0,0.0,3.0,2.0
1.0,684,2,1.0,0.0,7.85,118.0,4.76,86.75,1.0,0.0,0.0,3.0,2.0
5.0,1623,2,2.0,0.0,5.09,108.0,4.79,79.6,5.0,2.0,0.0,3.0,2.0
5.0,2283,2,1.0,0.0,5.38,83.0,4.19,94.39,2.0,1.0,0.0,1.0,2.0
1.0,509,1,1.0,0.0,5.7,112.0,2.89,76.65,3.0,1.0,1.0,0.0,2.0
1.0,619,3,0.0,0.0,6.12,132.0,3.49,72.52,4.0,1.0,1.0,1.0,2.0
5.0,1321,1,2.0,2.0,6.0,120.0,3.51,79.84,2.0,2.0,1.0,3.0,2.0
1.0,932,2,1.0,0.0,6.8,84.0,4.81,73.2,2.0,1.0,0.0,3.0,2.0
1.0,660,1,1.0,3.0,7.27,134.0,3.17,77.31,2.0,1.0,1.0,1.0,2.0
1.0,380,3,1.0,3.0,6.24,148.0,3.79,66.15,1.0,1.0,0.0,1.0,2.0
1.0,129,2,1.0,2.0,5.68,106.0,3.53,32.84,4.0,2.0,0.0,1.0,2.0
2.0,3526,3,2.0,3.0,7.07,96.0,3.22,83.63,5.0,0.0,0.0,0.0,2.0
1.0,352,2,2.0,3.0,6.23,163.0,3.14,79.9,1.0,0.0,2.0,3.0,2.0
3.0,293,2,1.0,2.0,7.58,84.0,4.17,70.5,1.0,1.0,0.0,3.0,2.0
2.0,2879,4,1.0,0.0,7.52,141.0,2.85,48.11,10.0,2.0,0.0,2.0,2.0
1.0,785,1,1.0,2.0,6.05,91.0,1.66,38.08,1.0,1.0,1.0,2.0,2.0
5.0,2099,3,1.0,3.0,7.25,137.0,4.42,75.72,3.0,2.0,0.0,2.0,2.0
5.0,1400,3,1.0,0.0,4.88,89.0,2.93,70.98,3.0,1.0,2.0,1.0,2.0
5.0,1453,3,1.0,2.0,7.32,126.0,4.12,92.41,4.0,1.0,0.0,3.0,2.0
3.0,17829,2,2.0,2.0,7.4,110.0,3.51,66.53,1.0,2.0,0.0,1.0,2.0
5.0,2247,3,1.0,0.0,7.23,118.0,2.88,65.97,4.0,1.0,0.0,2.0,2.0
4.0,890,3,1.0,3.0,8.23,164.0,3.69,68.14,4.0,0.0,1.0,3.0,0.0
5.0,7156,2,1.0,2.0,5.72,93.0,2.29,33.7,3.0,2.0,1.0,0.0,2.0
1.0,811,2,2.0,0.0,5.41,118.0,3.52,72.64,2.0,1.0,1.0,1.0,2.0
1.0,191,2,1.0,2.0,8.67,140.0,2.15,69.57,3.0,0.0,1.0,0.0,0.0
5.0,1951,4,1.0,0.0,6.44,168.0,4.7,83.01,5.0,2.0,0.0,2.0,2.0
5.0,2043,1,1.0,0.0,4.92,97.0,4.17,77.15,4.0,2.0,0.0,3.0,2.0
5.0,2277,4,1.0,0.0,7.87,139.0,4.73,82.98,2.0,2.0,0.0,3.0,2.0
3.0,307,1,2.0,0.0,6.13,89.0,4.8,72.0,1.0,2.0,0.0,3.0,2.0
3.0,296,2,1.0,4.0,6.21,136.0,3.8,82.35,1.0,1.0,0.0,3.0,2.0
1.0,512,2,1.0,0.0,6.68,126.0,4.75,71.17,3.0,1.0,0.0,3.0,2.0
1.0,341,1,1.0,0.0,6.85,135.0,4.11,75.13,4.0,0.0,1.0,3.0,2.0
2.0,1848,4,1.0,0.0,6.38,85.0,2.92,37.48,6.0,2.0,1.0,0.0,2.0
5.0,1804,1,1.0,3.0,5.75,98.0,3.85,92.02,4.0,1.0,1.0,3.0,2.0
1.0,139,1,1.0,3.0,6.75,114.0,3.83,81.35,3.0,0.0,0.0,1.0,2.0
2.0,3703,2,1.0,0.0,8.82,159.0,4.01,70.58,13.0,2.0,0.0,1.0,0.0
1.0,493,1,1.0,2.0,7.36,96.0,2.28,60.28,3.0,1.0,3.0,3.0,2.0
5.0,1890,1,1.0,0.0,7.01,125.0,4.12,84.31,2.0,1.0,1.0,3.0,2.0
5.0,1612,3,1.0,0.0,6.85,149.0,3.53,81.21,4.0,1.0,1.0,1.0,1.0
1.0,644,3,1.0,0.0,7.91,148.0,4.09,72.02,1.0,1.0,0.0,1.0,2.0
3.0,202,1,1.0,0.0,7.06,132.0,4.12,84.76,3.0,1.0,0.0,1.0,2.0
1.0,641,3,1.0,3.0,4.83,84.0,3.25,73.68,1.0,0.0,0.0,0.0,2.0
1.0,130,3,2.0,2.0,7.13,109.0,4.14,76.8,4.0,1.0,0.0,2.0,2.0
1.0,883,2,1.0,0.0,5.28,114.0,4.78,81.75,2.0,2.0,0.0,3.0,2.0
1.0,104,1,2.0,0.0,5.73,88.0,4.18,73.54,3.0,1.0,0.0,1.0,2.0
1.0,609,3,2.0,0.0,5.48,95.0,3.54,74.98,4.0,1.0,1.0,1.0,2.0
1.0,520,1,1.0,3.0,3.14,5.0,4.68,89.08,2.0,0.0,0.0,3.0,1.0
2.0,2998,4,1.0,0.0,6.26,90.0,3.55,62.1,13.0,2.0,0.0,0.0,2.0
5.0,2008,2,1.0,3.0,6.26,129.0,3.18,73.42,5.0,1.0,1.0,1.0,2.0
1.0,320,3,1.0,2.0,6.01,145.0,4.11,66.1,4.0,2.0,0.0,3.0,2.0
1.0,296,2,1.0,3.0,6.43,933.0,1.26,12.81,1.0,2.0,2.0,2.0,2.0
5.0,1908,2,1.0,0.0,5.75,115.0,4.15,78.98,3.0,1.0,0.0,1.0,2.0
1.0,336,2,2.0,3.0,8.13,142.0,2.46,89.35,1.0,0.0,1.0,0.0,0.0
4.0,1157,1,1.0,0.0,6.15,131.0,2.87,70.81,7.0,1.0,3.0,3.0,2.0
5.0,1632,2,1.0,2.0,6.97,102.0,1.64,26.46,2.0,2.0,1.0,2.0,2.0
4.0,525,3,1.0,0.0,6.03,120.0,4.14,64.77,6.0,2.0,1.0,3.0,2.0
1.0,429,1,2.0,3.0,7.77,102.0,4.46,80.7,1.0,1.0,0.0,3.0,2.0
1.0,465,1,1.0,2.0,7.69,95.0,4.16,70.89,1.0,2.0,0.0,3.0,2.0
5.0,1807,4,1.0,0.0,5.67,107.0,4.78,89.89,4.0,0.0,0.0,3.0,2.0
1.0,197,1,2.0,0.0,5.63,102.0,4.85,86.67,4.0,1.0,0.0,3.0,1.0
4.0,1251,3,1.0,3.0,6.26,125.0,4.44,82.75,5.0,0.0,0.0,3.0,2.0
1.0,866,1,1.0,2.0,6.32,113.0,4.14,76.01,2.0,0.0,0.0,3.0,2.0
5.0,1689,4,1.0,3.0,6.63,81.0,1.99,56.23,2.0,1.0,3.0,1.0,2.0
1.0,416,2,1.0,2.0,5.05,81.0,4.19,84.4,3.0,1.0,0.0,3.0,2.0
1.0,823,3,1.0,4.0,5.84,90.0,3.23,79.97,1.0,0.0,0.0,1.0,2.0
5.0,1130,1,1.0,0.0,4.61,91.0,2.93,77.44,2.0,0.0,1.0,0.0,2.0
5.0,2282,1,1.0,0.0,7.13,98.0,4.79,72.25,2.0,2.0,0.0,3.0,2.0
4.0,986,2,0.0,0.0,5.56,109.0,3.53,65.35,5.0,2.0,0.0,2.0,2.0
1.0,359,3,1.0,4.0,7.66,168.0,3.75,70.73,4.0,0.0,0.0,3.0,2.0
4.0,415,3,1.0,0.0,5.95,84.0,4.81,73.33,7.0,1.0,0.0,3.0,2.0
2.0,3538,6,2.0,0.0,3.75,22.0,4.96,91.35,15.0,2.0,0.0,3.0,1.0
2.0,3450,4,1.0,4.0,3.14,54.0,2.1,38.05,15.0,2.0,0.0,2.0,1.0
4.0,856,2,1.0,2.0,6.26,145.0,3.48,74.54,5.0,0.0,1.0,3.0,2.0
1.0,178,1,1.0,4.0,5.03,95.0,2.61,73.17,3.0,0.0,0.0,0.0,2.0
1.0,806,1,1.0,2.0,6.15,157.0,2.21,33.94,4.0,2.0,0.0,2.0,2.0
5.0,1280,2,2.0,0.0,7.99,83.0,4.8,86.01,3.0,1.0,0.0,3.0,2.0
4.0,647,3,2.0,2.0,6.11,104.0,2.27,79.57,6.0,1.0,1.0,0.0,2.0
1.0,14467,1,1.0,0.0,7.04,114.0,4.77,71.85,2.0,2.0,0.0,3.0,2.0
5.0,1731,2,1.0,2.0,7.0,148.0,3.47,72.36,4.0,1.0,1.0,3.0,2.0
3.0,280,1,1.0,0.0,8.43,122.0,2.8,36.96,2.0,1.0,1.0,0.0,0.0
5.0,2017,1,1.0,0.0,4.4,109.0,3.53,64.04,4.0,2.0,0.0,0.0,2.0
5.0,2260,4,2.0,3.0,7.43,111.0,3.83,80.34,3.0,1.0,1.0,3.0,2.0
1.0,409,2,1.0,0.0,7.56,167.0,4.07,80.42,2.0,0.0,1.0,3.0,2.0
5.0,1745,4,1.0,0.0,6.87,94.0,4.16,71.23,3.0,2.0,1.0,3.0,2.0
